TTB_ID,BRAND_NAME,ALCOHOL_CONTENT,NET_CONTENTS,IMAGE_URLS,PRODUCT_TYPE,CLASS_NAME,APPLICATION_STATUS,APPLICANT_NAME,ADDRESS_TEXT,ADDRESS_STATE,ADDRESS_ZIP_CODE,ORIGIN_NAME,FANCIFUL_NAME,GRAPE_VARIETALS,WINE_APPELLATION,SERIAL_NUMBER,PERMIT_NUMBER,APPLICATION_DATE,APPROVAL_DATE,EXPIRATION_DATE
18026001000233,AZIENDA AGRICOLA FONTODI,14% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000233_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000233_1.jpg",WINE,TABLE RED WINE,APPROVED,"BLICKER PIERCE WAGNER WINE MERCHANTS, LLC","607 AIRPARK RD, NAPA CA 94558",CA,94558,Imported,,,CHIANTI CLASSICO,183092,,01/26/2018,01/31/2018,
18026001000239,EL SANCHO,11% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000239_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000239_1.jpg",WINE,,APPROVED,"CELEBRITY IMPORTS, LUNEAU U.S.A., INC.","15 KETCHUM ST 1ST FLOOR, WESTPORT CT 06880",CT,06880,Imported,,,,180002,,01/26/2018,01/31/2018,
18026001000244,PAOLO SCAVINO,14% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000244_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000244_1.jpg",WINE,TABLE RED WINE,APPROVED,"BLICKER PIERCE WAGNER WINE MERCHANTS, LLC","607 AIRPARK RD, NAPA CA 94558",CA,94558,Imported,,,BAROLO,183093,,01/26/2018,01/31/2018,
18026001000247,DOMAINE ANDRE ET MIREILLE TISSOT,17% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000247_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000247_1.jpg",WINE,DESSERT /PORT/SHERRY/(COOKING) WINE,APPROVED,"FRUIT OF THE VINES, INC.","51-02 VERNON BLVD, LONG ISLAND CITY NY 11101",NY,11101,Imported,W,,ARBOIS,180061,,01/26/2018,01/31/2018,
18026001000261,DOMAINE DENIS PERE ET FILS,,1 L,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000261_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000261_1.jpg",WINE,,APPROVED,"OLD WORLD WINES, LLC","14609 KIMBERLEY LN, HOUSTON TX 77079",TX,77079,Imported,,100% Pinot Noir,CORTON,180002,,01/26/2018,01/31/2018,
18026001000277,TERRAS GAUDA,,75 CL,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000277_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000277_1.jpg",WINE,,,"VINEA IMPORTS, VINEA LLC","7050 S 216TH ST, KENT WA 98032",WA,98032,Imported,,70% Albarino 20% Caino 10%,RIAS BAIXAS,180006,,01/26/2018,,
18026001000281,DOMAINE CONDORCET,,,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000281_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000281_1.jpg",WINE,,APPROVED,"USA WINE IMPORTS, INC.","285 W BROADWAY, NEW YORK NY 10013",NY,10013,Imported,CRU DU RHONE,,CHATEAUNEUF DU PAPE,180016,,01/26/2018,01/31/2018,
18026001000415,GOOSE RIDGE VINEYARDS,14.6% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000415_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000415_1.jpg",WINE,,APPROVED,"GOOSE RIDGE VINEYARDS, GOOSE RIDGE, LLC","63615 E JACOBS RD NE, BENTON CITY WA 99320",WA,99320,Domestic,BLUE GRADE DUSK,"Roussanne, Grenache blanc, Viognier",COLUMBIA VALLEY,180124,BW-WA-392,01/26/2018,01/31/2018,
18026001000416,SAINT ROMAINS D'ESCLAN,13% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000416_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000416_1.jpg",WINE,,,"ANDIAMO VINEYARDS, ACCOLADE BRANDS, INC.","4741 LAUREL CANYON BLVD STE 103, STUDIO CITY CA 91607",CA,91607,Imported,BAIN DE SOLEIL,,COTES DE PROVENCE,180248,,01/26/2018,01/31/2018,
18026001000423,GOOSE RIDGE VINEYARDS,14.5% ALC/VOL.,1 L,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000423_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000423_1.jpg",WINE,,APPROVED,"GOOSE RIDGE VINEYARDS, GOOSE RIDGE, LLC","63615 E JACOBS RD NE, BENTON CITY WA 99320",WA,99320,Domestic,CANYON HIKE,Chardonnay,COLUMBIA VALLEY,180125,BW-WA-392,01/26/2018,01/31/2018,
18026001000424,KAREN BIRMINGHAM,16% ALC/VOL.,750 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000424_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000424_1.jpg",WINE,,APPROVED,"NAKEDWINES.COM, NAKEDWINES.COM, INC.","1525 E JAHANT RD, ACAMPO CA 95220",CA,95220,Domestic,,Zinfandel,LODI,18,BWN-CA-22092,01/26/2018,01/31/2018,
18026001000429,TENBA RIDGE WINERY,12.5% ALC/VOL.,,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000429_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000429_1.jpg",WINE,,APPROVED,"TENBA RIDGE WINERY, TENBA RIDGE WINERY, LLC","N27587 JOE COULEE RD, BLAIR WI 54616",WI,54616,Domestic,LE JARDIN DES FEMMES,,,180014,BWN-WI-15064,01/26/2018,01/31/2018,
18026001000430,GOOSE RIDGE VINEYARDS,14.2% ALC/VOL.,760 ML,"front:https://ttblabelsdev.blob.core.windows.net/demo/18026001000430_0.jpg,back:https://ttblabelsdev.blob.core.windows.net/demo/18026001000430_1.jpg",WINE,,APPROVED,"GOOSE RIDGE VINEYARDS, GOOSE RIDGE, LLC","63615 E JACOBS RD NE, BENTON CITY WA 99320",WA,99320,Domestic,MIDNIGHT MAGIC,"Grenache, Roussanne, Viognier",COLUMBIA VALLEY,180126,BW-WA-392,01/26/2018,01/31/2018,
